ItemID,Bar,License,Item,Price,State
1872,"Pivbar Kolomenskoye",365700-4523,Quesadillas,61.17,Connecticut
1873,"Pivbar Kolomenskoye",365700-4523,"Michelob Ultra",211.17,Connecticut
1874,"Pivbar Kolomenskoye",365700-4523,"Strawberry Cheesecake",461.17,Connecticut
1875,"Pivbar Kolomenskoye",365700-4523,Red,651.17,Connecticut
1876,"Pivbar Kolomenskoye",365700-4523,"French Toast",481.17,Connecticut
1877,"Pivbar Kolomenskoye",365700-4523,Busch,171.17,Connecticut
663,"Connolly Station",638134-8991,"Diet Pepsi",595.76,Vermont
664,"Connolly Station",638134-8991,"Extra Yanjing",285.76,Vermont
665,"Connolly Station",638134-8991,Snow,275.76,Vermont
666,"Connolly Station",638134-8991,"French fries",15.76,Vermont
667,"Connolly Station",638134-8991,"Pastrami Hash",535.76,Vermont
668,"Connolly Station",638134-8991,"Dos Equis",335.76,Vermont
669,"Connolly Station",638134-8991,Omelet,525.76,Vermont
670,"Connolly Station",638134-8991,Fanta,615.76,Vermont
671,"Connolly Station",638134-8991,Pancakes,495.76,Vermont
672,"Connolly Station",638134-8991,Heineken,165.76,Vermont
673,"Connolly Station",638134-8991,"Corpse Reviver 212",705.76,Vermont
2742,Vermuteria,196332-2001,"Corona Extra",244.31,Wyoming
2743,Vermuteria,196332-2001,Icehouse,384.31,Wyoming
2744,Vermuteria,196332-2001,"Mil’s Best Ice",404.31,Wyoming
2745,Vermuteria,196332-2001,"Bud Light",284.31,Wyoming
2746,Vermuteria,196332-2001,Milestones,714.31,Wyoming
2747,Vermuteria,196332-2001,Pancakes,514.31,Wyoming
2748,Vermuteria,196332-2001,"Pabst Blue Ribbon",134.31,Wyoming
2749,Vermuteria,196332-2001,"Pastrami Hash",554.31,Wyoming
2750,Vermuteria,196332-2001,"Coca Cola",574.31,Wyoming
2751,Vermuteria,196332-2001,"Tater Tots",424.31,Wyoming
2752,Vermuteria,196332-2001,"Corona Light",394.31,Wyoming
1476,M&BZ,474140-4315,"Bud Light",263.26,Washington
1477,M&BZ,474140-4315,"Cheese Buger",433.26,Washington
1478,M&BZ,474140-4315,"Strawberry Cheesecake",463.26,Washington
1479,M&BZ,474140-4315,"French fries",13.26,Washington
1480,M&BZ,474140-4315,"Corona Extra",223.26,Washington
1481,M&BZ,474140-4315,"Michelob Ultra",213.26,Washington
1482,M&BZ,474140-4315,"Miller Lite",233.26,Washington
1483,M&BZ,474140-4315,"Mountain Dew",573.26,Washington
1484,M&BZ,474140-4315,Snow,273.26,Washington
1485,M&BZ,474140-4315,Prosscco,683.26,Washington
1486,M&BZ,474140-4315,"Corpse Reviver 212",703.26,Washington
1487,M&BZ,474140-4315,"Farro Salad",83.26,Washington
1890,"Podozritelnye Litsa Bar",285412-1965,Rose,661.17,Alabama
1891,"Podozritelnye Litsa Bar",285412-1965,Fanta,611.17,Alabama
1892,"Podozritelnye Litsa Bar",285412-1965,"Onion rings",21.17,Alabama
1893,"Podozritelnye Litsa Bar",285412-1965,"Lamb Chops",541.17,Alabama
1894,"Podozritelnye Litsa Bar",285412-1965,"Bud Ice",121.17,Alabama
1895,"Podozritelnye Litsa Bar",285412-1965,"Dos Equis",331.17,Alabama
1896,"Podozritelnye Litsa Bar",285412-1965,PEARLRIVER,301.17,Alabama
1897,"Podozritelnye Litsa Bar",285412-1965,"Farro Salad",81.17,Alabama
1898,"Podozritelnye Litsa Bar",285412-1965,"Bud Light",261.17,Alabama
1899,"Podozritelnye Litsa Bar",285412-1965,"Purple Rain",741.17,Alabama
1900,"Podozritelnye Litsa Bar",285412-1965,"Chicken Buger",441.17,Alabama
1901,"Podozritelnye Litsa Bar",285412-1965,Sprite,581.17,Alabama
1442,"LOS CHORROS RESTAURANT",637478-3600,"Fish & Chip",426.97,Oregon
1443,"LOS CHORROS RESTAURANT",637478-3600,"Miller High Life",146.97,Oregon
1444,"LOS CHORROS RESTAURANT",637478-3600,Icehouse,366.97,Oregon
1445,"LOS CHORROS RESTAURANT",637478-3600,Pancakes,496.97,Oregon
1446,"LOS CHORROS RESTAURANT",637478-3600,"Iresh Breakfast",516.97,Oregon
1447,"LOS CHORROS RESTAURANT",637478-3600,"Steel Reserve",356.97,Oregon
1448,"LOS CHORROS RESTAURANT",637478-3600,"Busch Light",186.97,Oregon
1449,"LOS CHORROS RESTAURANT",637478-3600,"Natural Ice",106.97,Oregon
1450,"LOS CHORROS RESTAURANT",637478-3600,Prosscco,686.97,Oregon
1451,"LOS CHORROS RESTAURANT",637478-3600,"Bulleit 10YR",736.97,Oregon
1452,"LOS CHORROS RESTAURANT",637478-3600,Milestones,696.97,Oregon
1453,"LOS CHORROS RESTAURANT",637478-3600,Jameson,716.97,Oregon
2676,"TRATTORIA SORRENTO",692127-6439,"Bud Light",325.2,Kentucky
2677,"TRATTORIA SORRENTO",692127-6439,"Bulleit 10YR",795.2,Kentucky
2678,"TRATTORIA SORRENTO",692127-6439,Sprite,645.2,Kentucky
2679,"TRATTORIA SORRENTO",692127-6439,Budweiser,305.2,Kentucky
2680,"TRATTORIA SORRENTO",692127-6439,Busch,235.2,Kentucky
2681,"TRATTORIA SORRENTO",692127-6439,"Corpse Reviver 212",765.2,Kentucky
2682,"TRATTORIA SORRENTO",692127-6439,"Corona Light",435.2,Kentucky
2683,"TRATTORIA SORRENTO",692127-6439,Pancakes,555.2,Kentucky
2684,"TRATTORIA SORRENTO",692127-6439,"Farro Salad",145.2,Kentucky
2685,"TRATTORIA SORRENTO",692127-6439,Steak,565.2,Kentucky
2548,"The Lounge",557061-3801,"Busch Light",180.15,Louisiana
2549,"The Lounge",557061-3801,Pepsi-Cola,560.15,Louisiana
2550,"The Lounge",557061-3801,Wings,40.15,Louisiana
2551,"The Lounge",557061-3801,"Cheesecake eggrolls",450.15,Louisiana
2552,"The Lounge",557061-3801,Tsingtao,290.15,Louisiana
2553,"The Lounge",557061-3801,"Cheese Buger",430.15,Louisiana
2554,"The Lounge",557061-3801,"Mil’s Best Ice",380.15,Louisiana
2555,"The Lounge",557061-3801,"Natural Light",190.15,Louisiana
2556,"The Lounge",557061-3801,"French Toast",480.15,Louisiana
2557,"The Lounge",557061-3801,Steak,500.15,Louisiana
2558,"The Lounge",557061-3801,Heineken,160.15,Louisiana
2559,"The Lounge",557061-3801,"Steel Reserve",350.15,Louisiana
2009,"SALA THAI ",339365-4516,"Mello Yello",698.9,"New York"
2010,"SALA THAI ",339365-4516,"Mil’s Best Ice",458.9,"New York"
2011,"SALA THAI ",339365-4516,"Purple Rain",818.9,"New York"
2012,"SALA THAI ",339365-4516,"Tater Tots",478.9,"New York"
2013,"SALA THAI ",339365-4516,"Corona Extra",298.9,"New York"
2014,"SALA THAI ",339365-4516,"Cheesecake eggrolls",528.9,"New York"
2015,"SALA THAI ",339365-4516,"Chicken Buger",518.9,"New York"
2016,"SALA THAI ",339365-4516,Rose,738.9,"New York"
2017,"SALA THAI ",339365-4516,"Modelo Especial",278.9,"New York"
2173,"SOL AZTECA RESTAURANT",844222-4211,Pepsi-Cola,576.2,Alabama
2174,"SOL AZTECA RESTAURANT",844222-4211,"Corpse Reviver 212",716.2,Alabama
2175,"SOL AZTECA RESTAURANT",844222-4211,"French Toast",496.2,Alabama
2176,"SOL AZTECA RESTAURANT",844222-4211,"Chicken Pot Pie",486.2,Alabama
2177,"SOL AZTECA RESTAURANT",844222-4211,Budweiser,256.2,Alabama
2178,"SOL AZTECA RESTAURANT",844222-4211,"Miller Lite",246.2,Alabama
2179,"SOL AZTECA RESTAURANT",844222-4211,"French fries",26.2,Alabama
2180,"SOL AZTECA RESTAURANT",844222-4211,Tsingtao,306.2,Alabama
2181,"SOL AZTECA RESTAURANT",844222-4211,"Farro Salad",96.2,Alabama
2182,"SOL AZTECA RESTAURANT",844222-4211,"Natural Light",206.2,Alabama
1679,N-EUROMART,913546-5087,Rose,669.29,Iowa
1680,N-EUROMART,913546-5087,Bakers,729.29,Iowa
1681,N-EUROMART,913546-5087,Icehouse,369.29,Iowa
1682,N-EUROMART,913546-5087,"Corona Light",379.29,Iowa
1683,N-EUROMART,913546-5087,"Cheese Buger",439.29,Iowa
1684,N-EUROMART,913546-5087,"Mello Yello",629.29,Iowa
1685,N-EUROMART,913546-5087,"Mozzarella sticks",59.29,Iowa
1686,N-EUROMART,913546-5087,"7 Up",639.29,Iowa
1687,N-EUROMART,913546-5087,Busch,179.29,Iowa
1688,N-EUROMART,913546-5087,"Iresh Breakfast",519.29,Iowa
1689,N-EUROMART,913546-5087,"Strawberry Cheesecake",469.29,Iowa
1690,N-EUROMART,913546-5087,Milestones,699.29,Iowa
1130,"John Donne Pub",575493-8545,Bakers,723.81,Indiana
1131,"John Donne Pub",575493-8545,"Dos Equis",333.81,Indiana
1132,"John Donne Pub",575493-8545,"Corona Light",373.81,Indiana
1133,"John Donne Pub",575493-8545,"Miller Lite",233.81,Indiana
1134,"John Donne Pub",575493-8545,"Corpse Reviver 212",703.81,Indiana
1135,"John Donne Pub",575493-8545,"Bud Light",263.81,Indiana
1136,"John Donne Pub",575493-8545,"Purple Rain",743.81,Indiana
1137,"John Donne Pub",575493-8545,"Diet Dr Pepper",603.81,Indiana
1138,"John Donne Pub",575493-8545,"French Toast",483.81,Indiana
1139,"John Donne Pub",575493-8545,"7 Up",633.81,Indiana
1140,"John Donne Pub",575493-8545,"Miller High Life",143.81,Indiana
1141,"John Donne Pub",575493-8545,"Strawberry Cheesecake",463.81,Indiana
1521,"Mandy's Apothecary Irish Pub",036932-8331,"Keystone Light",153.26,Connecticut
1522,"Mandy's Apothecary Irish Pub",036932-8331,"Extra Yanjing",283.26,Connecticut
1523,"Mandy's Apothecary Irish Pub",036932-8331,Jameson,713.26,Connecticut
1524,"Mandy's Apothecary Irish Pub",036932-8331,Icehouse,363.26,Connecticut
1525,"Mandy's Apothecary Irish Pub",036932-8331,Nachos,33.26,Connecticut
1526,"Mandy's Apothecary Irish Pub",036932-8331,Wings,43.26,Connecticut
1527,"Mandy's Apothecary Irish Pub",036932-8331,"Bulleit 10YR",733.26,Connecticut
1528,"Mandy's Apothecary Irish Pub",036932-8331,"Stella Artois",133.26,Connecticut
1529,"Mandy's Apothecary Irish Pub",036932-8331,"Coors Light",253.26,Connecticut
1530,"Mandy's Apothecary Irish Pub",036932-8331,Pancakes,493.26,Connecticut
1531,"Mandy's Apothecary Irish Pub",036932-8331,"Cheesecake eggrolls",453.26,Connecticut
1532,"Mandy's Apothecary Irish Pub",036932-8331,Busch,173.26,Connecticut
1245,"LA FERME",978070-9847,"Tater Tots",409.18,Massachusetts
1246,"LA FERME",978070-9847,Wings,49.18,Massachusetts
1247,"LA FERME",978070-9847,Red,659.18,Massachusetts
1248,"LA FERME",978070-9847,"Lamb Chops",549.18,Massachusetts
1249,"LA FERME",978070-9847,"Yuengling Lager",319.18,Massachusetts
1250,"LA FERME",978070-9847,"Michelob Ultra",219.18,Massachusetts
1251,"LA FERME",978070-9847,"Strawberry Cheesecake",469.18,Massachusetts
1252,"LA FERME",978070-9847,"Coca Cola",559.18,Massachusetts
1253,"LA FERME",978070-9847,"Purple Rain",749.18,Massachusetts
1254,"LA FERME",978070-9847,"Farro Salad",89.18,Massachusetts
1255,"LA FERME",978070-9847,"Miller Lite",239.18,Massachusetts
1655,"MRS. K'S TOLL HOUSE",204463-2632,Guinness,399.29,Utah
1656,"MRS. K'S TOLL HOUSE",204463-2632,"Pastrami Hash",539.29,Utah
1657,"MRS. K'S TOLL HOUSE",204463-2632,"Blue Moon",329.29,Utah
1658,"MRS. K'S TOLL HOUSE",204463-2632,"Mountain Dew",579.29,Utah
1659,"MRS. K'S TOLL HOUSE",204463-2632,"Extra Yanjing",289.29,Utah
1660,"MRS. K'S TOLL HOUSE",204463-2632,Heineken,169.29,Utah
1661,"MRS. K'S TOLL HOUSE",204463-2632,"Cheesecake eggrolls",459.29,Utah
1662,"MRS. K'S TOLL HOUSE",204463-2632,"Artichoke dip",79.29,Utah
1663,"MRS. K'S TOLL HOUSE",204463-2632,"Bud Light",269.29,Utah
1664,"MRS. K'S TOLL HOUSE",204463-2632,"Busch Light",189.29,Utah
1665,"MRS. K'S TOLL HOUSE",204463-2632,"Miller High Life",149.29,Utah
1666,"MRS. K'S TOLL HOUSE",204463-2632,"Corona Extra",229.29,Utah
34,"ALL SET",604478-1638,"Iresh Breakfast",510.21,Wyoming
35,"ALL SET",604478-1638,"Chicken Pot Pie",470.21,Wyoming
36,"ALL SET",604478-1638,"Fried Pickles",410.21,Wyoming
37,"ALL SET",604478-1638,"Natural Light",190.21,Wyoming
38,"ALL SET",604478-1638,"Corona Extra",220.21,Wyoming
39,"ALL SET",604478-1638,Prosscco,680.21,Wyoming
40,"ALL SET",604478-1638,"Corona Light",370.21,Wyoming
41,"ALL SET",604478-1638,Snow,270.21,Wyoming
42,"ALL SET",604478-1638,Tsingtao,290.21,Wyoming
43,"ALL SET",604478-1638,Wings,40.21,Wyoming
2708,"Ulysses Pub",603310-5963,"Iresh Breakfast",575.2,Vermont
2709,"Ulysses Pub",603310-5963,"Chicken Pot Pie",535.2,Vermont
2710,"Ulysses Pub",603310-5963,"Strawberry Cheesecake",525.2,Vermont
2711,"Ulysses Pub",603310-5963,"Mozzarella sticks",115.2,Vermont
2712,"Ulysses Pub",603310-5963,"Mil’s Best Ice",445.2,Vermont
2713,"Ulysses Pub",603310-5963,"Cheese Buger",495.2,Vermont
2714,"Ulysses Pub",603310-5963,"Pabst Blue Ribbon",175.2,Vermont
2715,"Ulysses Pub",603310-5963,Jameson,775.2,Vermont
2716,"Ulysses Pub",603310-5963,"Purple Rain",805.2,Vermont
2717,"Ulysses Pub",603310-5963,Tsingtao,355.2,Vermont
2718,"Ulysses Pub",603310-5963,"Yuengling Lager",375.2,Vermont
2719,"Ulysses Pub",603310-5963,"Fried Pickles",475.2,Vermont
479,Cabana,012286-7948,Nachos,30.58,Connecticut
480,Cabana,012286-7948,"Iresh Breakfast",510.58,Connecticut
481,Cabana,012286-7948,Snow,270.58,Connecticut
482,Cabana,012286-7948,Heineken,160.58,Connecticut
483,Cabana,012286-7948,"Cheese Buger",430.58,Connecticut
484,Cabana,012286-7948,"Busch Light",180.58,Connecticut
485,Cabana,012286-7948,"Corona Extra",220.58,Connecticut
486,Cabana,012286-7948,"Bud Ice",120.58,Connecticut
487,Cabana,012286-7948,"Blue Moon",320.58,Connecticut
488,Cabana,012286-7948,"Extra Yanjing",280.58,Connecticut
489,Cabana,012286-7948,"Bulleit 10YR",730.58,Connecticut
490,Cabana,012286-7948,"Coors Banquet",340.58,Connecticut
2790,"WOODMONT GRILL",277650-5097,Guinness,413.73,"West Virginia"
2791,"WOODMONT GRILL",277650-5097,"Dos Equis",353.73,"West Virginia"
2792,"WOODMONT GRILL",277650-5097,"Cheesecake eggrolls",473.73,"West Virginia"
2793,"WOODMONT GRILL",277650-5097,"Corpse Reviver 212",723.73,"West Virginia"
2794,"WOODMONT GRILL",277650-5097,"Busch Light",203.73,"West Virginia"
2795,"WOODMONT GRILL",277650-5097,"Fried Pickles",433.73,"West Virginia"
2796,"WOODMONT GRILL",277650-5097,"Tater Tots",423.73,"West Virginia"
2797,"WOODMONT GRILL",277650-5097,"Corona Light",393.73,"West Virginia"
2798,"WOODMONT GRILL",277650-5097,Prosscco,703.73,"West Virginia"
2799,"WOODMONT GRILL",277650-5097,Busch,193.73,"West Virginia"
2800,"WOODMONT GRILL",277650-5097,"Miller Lite",253.73,"West Virginia"
2801,"WOODMONT GRILL",277650-5097,"Coca Cola",573.73,"West Virginia"
1165,"Khoroshaya Ideya",627149-2743,"French fries",10.17,"West Virginia"
1166,"Khoroshaya Ideya",627149-2743,"Extra Yanjing",280.17,"West Virginia"
1167,"Khoroshaya Ideya",627149-2743,"Dos Equis",330.17,"West Virginia"
1168,"Khoroshaya Ideya",627149-2743,"Onion rings",20.17,"West Virginia"
1169,"Khoroshaya Ideya",627149-2743,Heineken,160.17,"West Virginia"
1170,"Khoroshaya Ideya",627149-2743,"Chicken Buger",440.17,"West Virginia"
1171,"Khoroshaya Ideya",627149-2743,Icehouse,360.17,"West Virginia"
1172,"Khoroshaya Ideya",627149-2743,"Modelo Especial",200.17,"West Virginia"
1173,"Khoroshaya Ideya",627149-2743,Guinness,390.17,"West Virginia"
1174,"Khoroshaya Ideya",627149-2743,"Yuengling Lager",310.17,"West Virginia"
1175,"Khoroshaya Ideya",627149-2743,"Natural Light",190.17,"West Virginia"
1431,"Lord John Russell Pub",804154-3375,Omelet,526.97,Wyoming
1432,"Lord John Russell Pub",804154-3375,Fanta,616.97,Wyoming
1433,"Lord John Russell Pub",804154-3375,"Chicken Pot Pie",476.97,Wyoming
1434,"Lord John Russell Pub",804154-3375,Busch,176.97,Wyoming
1435,"Lord John Russell Pub",804154-3375,"Pabst Blue Ribbon",116.97,Wyoming
1436,"Lord John Russell Pub",804154-3375,"Corpse Reviver 212",706.97,Wyoming
1437,"Lord John Russell Pub",804154-3375,"Mello Yello",626.97,Wyoming
1438,"Lord John Russell Pub",804154-3375,"Bud Ice",126.97,Wyoming
1439,"Lord John Russell Pub",804154-3375,"Extra Yanjing",286.97,Wyoming
1440,"Lord John Russell Pub",804154-3375,Steak,506.97,Wyoming
1441,"Lord John Russell Pub",804154-3375,"Yuengling Lager",316.97,Wyoming
2118,"SHALOM STRICTLY KOSHER MEATS",077097-3972,"Corona Light",413.35,Florida
2119,"SHALOM STRICTLY KOSHER MEATS",077097-3972,"Bud Light",303.35,Florida
2120,"SHALOM STRICTLY KOSHER MEATS",077097-3972,"Fish & Chip",463.35,Florida
2121,"SHALOM STRICTLY KOSHER MEATS",077097-3972,"Purple Rain",783.35,Florida
2122,"SHALOM STRICTLY KOSHER MEATS",077097-3972,"Mil’s Best Ice",423.35,Florida
2123,"SHALOM STRICTLY KOSHER MEATS",077097-3972,Steak,543.35,Florida
2124,"SHALOM STRICTLY KOSHER MEATS",077097-3972,"Chicken Buger",483.35,Florida
2125,"SHALOM STRICTLY KOSHER MEATS",077097-3972,"Miller Lite",273.35,Florida
2126,"SHALOM STRICTLY KOSHER MEATS",077097-3972,"Bud Ice",163.35,Florida
2127,"SHALOM STRICTLY KOSHER MEATS",077097-3972,"Yuengling Lager",353.35,Florida
2128,"SHALOM STRICTLY KOSHER MEATS",077097-3972,"Cheesecake eggrolls",493.35,Florida
288,Beerodrom,005882-9151,"Busch Light",184.76,"New Jersey"
289,Beerodrom,005882-9151,"Stella Artois",134.76,"New Jersey"
290,Beerodrom,005882-9151,"Lamb Chops",544.76,"New Jersey"
291,Beerodrom,005882-9151,"Farro Salad",84.76,"New Jersey"
292,Beerodrom,005882-9151,"Onion rings",24.76,"New Jersey"
293,Beerodrom,005882-9151,"Steel Reserve",354.76,"New Jersey"
294,Beerodrom,005882-9151,"Cheese Buger",434.76,"New Jersey"
295,Beerodrom,005882-9151,"Mozzarella sticks",54.76,"New Jersey"
296,Beerodrom,005882-9151,"Natural Ice",104.76,"New Jersey"
297,Beerodrom,005882-9151,"7 Up",634.76,"New Jersey"
298,Beerodrom,005882-9151,"Coors Light",254.76,"New Jersey"
299,Beerodrom,005882-9151,"Mil’s Best Ice",384.76,"New Jersey"
774,"DULCINEA BAR & GRILL",155187-4140,"Cheese Buger",430.91,"South Dakota"
775,"DULCINEA BAR & GRILL",155187-4140,"Miller Lite",230.91,"South Dakota"
776,"DULCINEA BAR & GRILL",155187-4140,Milestones,690.91,"South Dakota"
777,"DULCINEA BAR & GRILL",155187-4140,"Mountain Dew",570.91,"South Dakota"
778,"DULCINEA BAR & GRILL",155187-4140,"Chicken Pot Pie",470.91,"South Dakota"
779,"DULCINEA BAR & GRILL",155187-4140,"Coca Cola",550.91,"South Dakota"
780,"DULCINEA BAR & GRILL",155187-4140,"Bud Light",260.91,"South Dakota"
781,"DULCINEA BAR & GRILL",155187-4140,"Chicken Buger",440.91,"South Dakota"
782,"DULCINEA BAR & GRILL",155187-4140,Tsingtao,290.91,"South Dakota"
783,"DULCINEA BAR & GRILL",155187-4140,Wings,40.91,"South Dakota"
784,"DULCINEA BAR & GRILL",155187-4140,"Corona Light",370.91,"South Dakota"
2686,Tweed&Stout,443862-2740,"Stella Artois",195.2,Pennsylvania
2687,Tweed&Stout,443862-2740,Bakers,785.2,Pennsylvania
2688,Tweed&Stout,443862-2740,"Artichoke dip",135.2,Pennsylvania
2689,Tweed&Stout,443862-2740,Rose,725.2,Pennsylvania
2690,Tweed&Stout,443862-2740,"Miller Lite",295.2,Pennsylvania
2691,Tweed&Stout,443862-2740,"Natural Light",255.2,Pennsylvania
2692,Tweed&Stout,443862-2740,Prosscco,745.2,Pennsylvania
2693,Tweed&Stout,443862-2740,"French Toast",545.2,Pennsylvania
2694,Tweed&Stout,443862-2740,"Diet Pepsi",655.2,Pennsylvania
2695,Tweed&Stout,443862-2740,PEARLRIVER,365.2,Pennsylvania
2696,Tweed&Stout,443862-2740,"Lamb Chops",605.2,Pennsylvania
762,"DUCK DUCK GOOSE",844789-9843,"Stella Artois",130.91,Oregon
763,"DUCK DUCK GOOSE",844789-9843,"Corona Extra",220.91,Oregon
764,"DUCK DUCK GOOSE",844789-9843,Red,650.91,Oregon
765,"DUCK DUCK GOOSE",844789-9843,"Pabst Blue Ribbon",110.91,Oregon
766,"DUCK DUCK GOOSE",844789-9843,"French fries",10.91,Oregon
767,"DUCK DUCK GOOSE",844789-9843,"French Toast",480.91,Oregon
768,"DUCK DUCK GOOSE",844789-9843,"Yuengling Lager",310.91,Oregon
769,"DUCK DUCK GOOSE",844789-9843,"Keystone Light",150.91,Oregon
770,"DUCK DUCK GOOSE",844789-9843,"Mello Yello",620.91,Oregon
771,"DUCK DUCK GOOSE",844789-9843,White,670.91,Oregon
772,"DUCK DUCK GOOSE",844789-9843,"7 Up",630.91,Oregon
773,"DUCK DUCK GOOSE",844789-9843,"Busch Light",180.91,Oregon
2513,"THE GREENE TURTLE-Az",272426-2650,Guinness,390.15,Arizona
2514,"THE GREENE TURTLE-Az",272426-2650,"Modelo Especial",200.15,Arizona
2515,"THE GREENE TURTLE-Az",272426-2650,PEARLRIVER,300.15,Arizona
2516,"THE GREENE TURTLE-Az",272426-2650,"Corpse Reviver 212",700.15,Arizona
2517,"THE GREENE TURTLE-Az",272426-2650,Busch,170.15,Arizona
2518,"THE GREENE TURTLE-Az",272426-2650,"Fish & Chip",420.15,Arizona
2519,"THE GREENE TURTLE-Az",272426-2650,Sprite,580.15,Arizona
2520,"THE GREENE TURTLE-Az",272426-2650,"7 Up",630.15,Arizona
2521,"THE GREENE TURTLE-Az",272426-2650,Prosscco,680.15,Arizona
2522,"THE GREENE TURTLE-Az",272426-2650,"Mello Yello",620.15,Arizona
2523,"THE GREENE TURTLE-Az",272426-2650,Red,650.15,Arizona
2524,"THE GREENE TURTLE-Az",272426-2650,White,670.15,Arizona
2194,"SPRING BEER HOUSE",556027-9498,"Iresh Breakfast",526.2,Nevada
2195,"SPRING BEER HOUSE",556027-9498,"Onion rings",36.2,Nevada
2196,"SPRING BEER HOUSE",556027-9498,"Artichoke dip",86.2,Nevada
2197,"SPRING BEER HOUSE",556027-9498,Bakers,736.2,Nevada
2198,"SPRING BEER HOUSE",556027-9498,"Cheese Buger",446.2,Nevada
2199,"SPRING BEER HOUSE",556027-9498,Prosscco,696.2,Nevada
2200,"SPRING BEER HOUSE",556027-9498,"Dos Equis",346.2,Nevada
2201,"SPRING BEER HOUSE",556027-9498,Jameson,726.2,Nevada
2202,"SPRING BEER HOUSE",556027-9498,"Steel Reserve",366.2,Nevada
2203,"SPRING BEER HOUSE",556027-9498,"Strawberry Cheesecake",476.2,Nevada
2204,"SPRING BEER HOUSE",556027-9498,"Coors Light",266.2,Nevada
973,"GOURMET PUB",238323-5054,Milestones,696.05,Indiana
974,"GOURMET PUB",238323-5054,"Mil’s Best Ice",386.05,Indiana
975,"GOURMET PUB",238323-5054,"Miller Lite",236.05,Indiana
976,"GOURMET PUB",238323-5054,Wings,46.05,Indiana
977,"GOURMET PUB",238323-5054,"Coors Banquet",346.05,Indiana
978,"GOURMET PUB",238323-5054,"Fish & Chip",426.05,Indiana
979,"GOURMET PUB",238323-5054,"Chicken Pot Pie",476.05,Indiana
980,"GOURMET PUB",238323-5054,Budweiser,246.05,Indiana
981,"GOURMET PUB",238323-5054,Prosscco,686.05,Indiana
982,"GOURMET PUB",238323-5054,Jameson,716.05,Indiana
1187,"KINGSVIEW CLUB",047272-1463,PEARLRIVER,300.17,Nevada
1188,"KINGSVIEW CLUB",047272-1463,"Mello Yello",620.17,Nevada
1189,"KINGSVIEW CLUB",047272-1463,"Stella Artois",130.17,Nevada
1190,"KINGSVIEW CLUB",047272-1463,Omelet,520.17,Nevada
1191,"KINGSVIEW CLUB",047272-1463,"Fried Pickles",410.17,Nevada
1192,"KINGSVIEW CLUB",047272-1463,"Coors Light",250.17,Nevada
1193,"KINGSVIEW CLUB",047272-1463,"Michelob Ultra",210.17,Nevada
1194,"KINGSVIEW CLUB",047272-1463,Fanta,610.17,Nevada
1195,"KINGSVIEW CLUB",047272-1463,"Bulleit 10YR",730.17,Nevada
1196,"KINGSVIEW CLUB",047272-1463,Wings,40.17,Nevada
1197,"KINGSVIEW CLUB",047272-1463,"Mozzarella sticks",50.17,Nevada
1198,"KINGSVIEW CLUB",047272-1463,"Chicken Pot Pie",470.17,Nevada
456,Bruxelles,935080-2824,Rose,660.58,Nevada
457,Bruxelles,935080-2824,"Steel Reserve",350.58,Nevada
458,Bruxelles,935080-2824,"Coca Cola",550.58,Nevada
459,Bruxelles,935080-2824,"Farro Salad",80.58,Nevada
460,Bruxelles,935080-2824,"Chicken Buger",440.58,Nevada
461,Bruxelles,935080-2824,Pepsi-Cola,560.58,Nevada
462,Bruxelles,935080-2824,Budweiser,240.58,Nevada
463,Bruxelles,935080-2824,"Stella Artois",130.58,Nevada
464,Bruxelles,935080-2824,"Yuengling Lager",310.58,Nevada
465,Bruxelles,935080-2824,"Purple Rain",740.58,Nevada
466,Bruxelles,935080-2824,"Corpse Reviver 212",700.58,Nevada
467,Bruxelles,935080-2824,Prosscco,680.58,Nevada
1997,SAFEWAY,076279-9393,"Cheese Buger",508.9,Georgia
1998,SAFEWAY,076279-9393,Pancakes,568.9,Georgia
1999,SAFEWAY,076279-9393,Wings,118.9,Georgia
2000,SAFEWAY,076279-9393,Nachos,108.9,Georgia
2001,SAFEWAY,076279-9393,"Mountain Dew",648.9,Georgia
2002,SAFEWAY,076279-9393,Snow,348.9,Georgia
2003,SAFEWAY,076279-9393,"French fries",88.9,Georgia
2004,SAFEWAY,076279-9393,Steak,578.9,Georgia
2005,SAFEWAY,076279-9393,Milestones,768.9,Georgia
2006,SAFEWAY,076279-9393,"Coors Banquet",418.9,Georgia
2007,SAFEWAY,076279-9393,"Fish & Chip",498.9,Georgia
2008,SAFEWAY,076279-9393,Heineken,238.9,Georgia
53,Anderdog,426308-0014,"Pabst Blue Ribbon",115.48,Georgia
54,Anderdog,426308-0014,Bakers,725.48,Georgia
55,Anderdog,426308-0014,"Mello Yello",625.48,Georgia
56,Anderdog,426308-0014,"Mozzarella sticks",55.48,Georgia
57,Anderdog,426308-0014,"Diet Dr Pepper",605.48,Georgia
58,Anderdog,426308-0014,"Busch Light",185.48,Georgia
59,Anderdog,426308-0014,"Chicken Buger",445.48,Georgia
60,Anderdog,426308-0014,Fanta,615.48,Georgia
61,Anderdog,426308-0014,"Mil’s Best Ice",385.48,Georgia
62,Anderdog,426308-0014,Tsingtao,295.48,Georgia
63,Anderdog,426308-0014,Pancakes,495.48,Georgia
132,"AY! JALISCO",139198-2533,"Farro Salad",80.26,"North Dakota"
